name,lat,lon,ercot_weather_zone,ercot_load_zone
1090,31.995,-102.828333,Far_west,west
1091,33.658671,-101.531037,North,west
1093,31.843422,-102.868295,Far_west,west
1094,31.843422,-102.868295,Far_west,west
1095,31.624,-101.65,West,west
1096,31.624,-101.65,West,west
1097,31.624,-101.65,West,west
1099,31.703258,-102.701206,Far_west,west
1100,31.703258,-102.701206,Far_west,west
1101,32.460054,-102.672809,Far_west,west
1102,32.460054,-102.672809,Far_west,west
1103,32.377,-101.368,North,west
1104,32.377,-101.368,North,west
1105,31.683,-101.152,West,west
1106,31.683,-101.152,West,west
1107,32.055,-101.46,West,west
1108,32.055,-101.46,West,west
1109,32.22,-102.68,Far_west,west
1110,32.22,-102.68,Far_west,west
1111,32.239,-101.014,West,west
1112,32.239,-101.014,West,west
1113,31.7983,-101.9043,Far_west,west
1114,31.7983,-101.9043,Far_west,west
1115,32.21,-102.314,Far_west,west
1116,32.21,-102.314,Far_west,west
1117,32.271,-102.1,Far_west,west
1118,32.271,-102.1,Far_west,west
1119,32.173,-101.28,West,west
1120,32.173,-101.28,West,west
1121,32.414,-101.558,North,west
1122,32.414,-101.558,North,west
1123,31.726,-101.836,Far_west,west
1124,31.726,-101.836,Far_west,west
1125,31.939,-102.78,Far_west,west
1126,31.939,-102.78,Far_west,west
1127,32.411,-101.826,North,west
1128,32.411,-101.826,North,west
1129,31.865,-102.426,Far_west,west
1130,31.865,-102.426,Far_west,west
1131,32.309,-101.902,Far_west,west
1132,32.309,-101.902,Far_west,west
1133,32.319,-101.362,West,west
1134,32.319,-101.362,West,west
2001,33.63291,-95.39071,North,north
2002,33.628143,-96.367605,North,north
2003,33.628143,-96.367605,North,north
2007,33.615167,-95.900109,North,north
2008,34.857258,-100.512868,North,west
2009,33.973297,-98.721096,North,west
2010,33.915315,-99.740278,North,west
2011,35.238333,-101.310833,North,west
2012,35.238333,-101.310833,North,west
2013,35.238333,-101.310833,North,west
2014,34.447226,-100.809848,North,west
2015,33.471617,-97.445189,North,north
2016,33.627623,-96.767394,North,north
2017,35.4275,-101.253056,North,west
2018,35.4275,-101.253056,North,west
2019,35.4275,-101.253056,North,west
2020,33.943784,-98.523064,North,west
2021,33.6968,-95.5577,North,north
2022,33.6968,-95.5577,North,north
2023,33.6968,-95.5577,North,north
2024,33.6968,-95.5577,North,north
2025,33.864515,-98.491046,North,west
2026,35.830763,-100.765905,North,west
2027,33.481551,-95.269247,North,north
2028,34.004783,-98.388757,North,west
2029,34.432267,-101.237233,North,west
2030,33.708311,-96.240654,North,north
2031,33.710684,-100.384217,North,west
2032,33.857868,-95.649137,North,north
2033,33.500378,-96.146489,North,north
2034,33.830932,-96.839764,North,north
2035,33.431837,-99.853667,North,west
2036,33.894941,-98.54367,North,west
2037,33.54915,-97.32958,North,north
2038,33.55352,-96.282897,North,north
2039,33.455991,-97.751818,North,north
2040,33.663063,-94.997258,North,north
2041,35.386038,-101.578572,North,west
2042,35.386038,-101.578572,North,west
2043,33.737974,-96.839543,North,north
2044,33.743893,-96.936121,North,north
2045,33.969523,-98.509016,North,west
2046,33.800717,-96.725989,North,north
2047,33.623645,-96.427874,North,north
2048,33.752201,-100.967402,North,west
2049,34.102943,-99.118746,North,west
2050,33.39167,-95.42519,North,north
2051,33.75849,-98.202251,North,west
2052,34.90076,-100.994549,North,west
2053,33.520572,-97.95612,North,north
2054,33.9133,-98.4931,North,west
2055,33.9133,-98.4931,North,west
2058,35.4789,-101.2439,North,west
2060,33.576823,-95.809701,North,north
2061,34.292913,-99.367734,North,west
2062,34.292913,-99.367734,North,west
2063,33.8181,-96.5692,North,north
2064,33.745236,-95.744327,North,north
2065,33.661583,-97.17635,North,north
2066,33.183064,-100.245133,North,west
2067,33.799085,-98.50984,North,west
2068,33.509722,-98.360833,North,west
2069,33.450768,-96.742245,North,north
2070,33.493056,-98.581944,North,west
2071,33.493056,-98.581944,North,west
2072,33.537706,-96.906575,North,north
2073,32.96736,-100.56428,North,west
2074,32.96736,-100.56428,North,west
2076,32.96736,-100.56428,North,west
2077,33.733006,-97.428406,North,north
2078,33.733006,-97.428406,North,north
2079,33.994322,-100.287247,North,west
2080,33.793074,-97.963802,North,north
2081,33.615539,-96.072156,North,north
2082,33.8625,-98.5894,North,west
2083,33.8625,-98.5894,North,west
2084,33.8625,-98.5894,North,west
2085,33.8625,-98.5894,North,west
2086,33.626904,-97.687873,North,north
2087,33.341053,-100.714732,North,west
2088,33.495278,-98.5,North,west
2089,33.495278,-98.5,North,west
2090,33.498221,-94.890845,North,north
2091,33.57824,-99.1921,North,west
2092,33.727126,-96.470794,North,north
2093,35.3503,-101.54,North,west
2096,33.713671,-101.433811,North,west
2097,33.713671,-101.433811,North,west
2098,33.713671,-101.433811,North,west
2099,33.713671,-101.433811,North,west
2101,33.582573,-96.617893,North,north
2102,33.582573,-96.617893,North,north
2103,33.582573,-96.617893,North,north
2104,33.582573,-96.617893,North,north
2105,33.582573,-96.617893,North,north
2106,33.498186,-96.378894,North,north
2107,33.604131,-96.550405,North,north
2108,33.345366,-99.624257,North,west
2109,34.103273,-98.622467,North,west
2110,33.703851,-97.372009,North,north
2111,33.527396,-98.884782,North,west
2112,34.008308,-98.25932,North,west
2113,33.6308,-95.59,North,north
2114,33.6308,-95.59,North,north
2115,33.6308,-95.59,North,north
2116,33.6308,-95.59,North,north
2117,33.6308,-95.59,North,north
2118,33.6308,-95.59,North,north
2119,33.6308,-95.59,North,north
2120,33.6308,-95.59,North,north
2121,33.801868,-95.151966,North,north
2122,33.778716,-95.996823,North,north
2123,35.442778,-101.372778,North,west
2124,33.43566,-96.549913,North,north
2125,33.464643,-96.892724,North,north
2126,33.458028,-97.128552,North,north
2127,35.653889,-100.538611,North,west
2128,35.653889,-100.538611,North,west
2129,33.439125,-96.311485,North,north
2130,33.186882,-99.595332,North,west
2131,33.186882,-99.595332,North,west
2133,33.741367,-97.535329,North,north
3001,30.036701,-99.163039,West,south
3002,30.036701,-99.163039,West,south
3003,32.3606,-100.3389,West,west
3004,32.3606,-100.3389,West,west
3005,29.64447,-99.682471,West,south
3006,32.857004,-100.124032,North,west
3007,32.473621,-100.032723,North,west
3008,31.736902,-99.567791,North_central,west
3009,30.441414,-100.56062,West,west
3010,29.6747,-100.078588,West,south
3011,30.653746,-98.918266,West,south
3012,30.437069,-98.708714,West,south
3013,32.335677,-99.667488,West,west
3014,30.731599,-98.385422,West,south
3015,32.415212,-100.573539,North,west
3016,32.255978,-100.320309,West,west
3017,32.255978,-100.320309,West,west
3018,31.048557,-100.623114,West,west
3019,31.048557,-100.623114,West,west
3020,31.048557,-100.623114,West,west
3021,32.783669,-99.720186,North,west
3022,32.3358,-100.9156,West,west
3023,32.940911,-99.850964,North,west
3024,30.883539,-100.595464,West,west
3025,31.157093,-98.763991,West,south
3026,32.6256,-99.4928,North,west
3027,32.6256,-99.4928,North,west
3028,32.6256,-99.4928,North,west
3029,31.257224,-98.376742,North_central,south
3030,31.50972,-100.322075,West,west
3031,32.274081,-99.826041,West,west
3032,32.333551,-99.927724,West,west
3033,32.631073,-101.008494,North,west
3034,32.631073,-101.008494,North,west
3035,30.93982,-99.079893,West,south
3036,31.5481,-99.1872,North_central,north
3037,32.4694,-100.6664,North,west
3038,32.4694,-100.6664,North,west
3039,32.4694,-100.6664,North,west
3040,31.738576,-99.934162,West,west
3041,32.05,-100.6917,West,west
3042,32.05,-100.6917,West,west
3046,32.3122,-100.5303,West,west
3047,32.3122,-100.5303,West,west
3048,32.3122,-100.5303,West,west
3049,32.796921,-99.880885,North,west
3050,29.83722,-101.212436,West,west
3051,29.83722,-101.212436,West,west
3052,30.095115,-99.628211,West,south
3053,32.214024,-100.05712,West,west
3054,32.214024,-100.05712,West,west
3055,32.214024,-100.05712,West,west
3056,32.214024,-100.05712,West,west
3057,32.214024,-100.05712,West,west
3058,31.951958,-101.018936,West,west
3059,31.951958,-101.018936,West,west
3060,31.951958,-101.018936,West,west
3061,31.951958,-101.018936,West,west
3062,31.951958,-101.018936,West,west
3063,31.951958,-101.018936,West,west
3064,32.199366,-100.491908,West,west
3065,32.199366,-100.491908,West,west
3066,31.176951,-99.616412,North_central,west
3067,32.4301,-100.235652,North,west
3068,32.4301,-100.235652,North,west
3069,32.120249,-99.753027,West,west
3070,32.2878,-100.1,West,west
3071,32.2878,-100.1,West,west
3072,31.534768,-100.113803,West,west
3073,29.234722,-100.209167,Southern,south
3074,29.234722,-100.209167,Southern,south
3075,30.843122,-99.570053,West,west
3076,29.395621,-100.439985,West,south
3077,32.362783,-99.817314,West,west
3078,32.5886,-100.6728,North,west
3079,32.5886,-100.6728,North,west
3080,32.5886,-100.6728,North,west
3081,32.5886,-100.6728,North,west
3082,32.318221,-100.176986,West,west
3083,32.318221,-100.176986,West,west
3084,32.318221,-100.176986,West,west
3085,32.4375,-100.7444,North,west
3086,32.4375,-100.7444,North,west
3087,32.4375,-100.7444,North,west
3088,32.5144,-99.6564,North,west
3089,32.5144,-99.6564,North,west
3091,32.5144,-99.6564,North,west
3092,32.5144,-99.6564,North,west
3093,29.988092,-100.286076,West,south
3094,32.311556,-100.061589,West,west
3095,32.311556,-100.061589,West,west
3096,32.94793,-101.147784,North,west
3097,32.94793,-101.147784,North,west
3098,32.94793,-101.147784,North,west
3099,32.415823,-99.90623,North,west
3100,32.630473,-99.830642,North,west
3101,30.936768,-98.467066,West,south
3102,32.576489,-99.665323,North,west
3103,32.291861,-100.210748,West,west
3104,30.7507,-98.4176,West,south
3105,30.7507,-98.4176,West,south
3106,30.7507,-98.4176,West,south
3107,30.159136,-99.345011,West,south
3108,31.088158,-98.01069,North_central,south
3109,32.931944,-101.143611,North,west
3110,32.931944,-101.143611,North,west
3111,31.951944,-100.791389,West,west
3112,31.951944,-100.791389,West,west
3113,31.951944,-100.791389,West,west
3114,31.268843,-100.563525,West,west
3115,32.969722,-100.524167,North,west
3116,32.718056,-100.793333,North,west
3117,32.718056,-100.793333,North,west
3119,29.325033,-100.391847,West,south
3120,29.325033,-100.391847,West,south
3121,32.4969,-100.5797,North,west
3122,32.4969,-100.5797,North,west
3123,29.151012,-100.01587,Southern,south
3124,30.280938,-98.876683,West,south
3125,32.462235,-99.715894,North,west
3126,29.291845,-99.612368,West,south
3127,32.290833,-100.4219,West,west
3128,32.404869,-100.711396,North,west
3129,32.3983,-100.6481,North,west
3130,31.802748,-101.055625,West,west
3131,32.303889,-100.021667,West,west
3132,31.262546,-99.843961,West,west
3133,32.7204,-100.9952,North,west
3134,32.7204,-100.9952,North,west
3136,32.7204,-100.9952,North,west
3137,32.4081,-100.1286,North,west
3138,30.897544,-100.107479,West,west
3139,31.858516,-100.165338,West,west
3140,32.052075,-99.69465,West,west
3141,32.3472,-100.3703,West,west
3142,31.289523,-100.15267,West,west
3143,31.515316,-99.380601,North_central,west
3144,31.411505,-99.682323,West,west
3145,32.664859,-100.212875,North,west
3146,30.45867,-100.06915,West,south
3147,31.102377,-98.25934,West,south
4002,29.358523,-100.777486,West,west
4003,26.461461,-98.285881,Southern,south
4004,27.833509,-99.685482,Southern,south
4005,27.833509,-99.685482,Southern,south
4006,27.32,-99.0,Southern,south
4007,26.189433,-98.322929,Southern,south
4008,29.079849,-98.642309,South_central,south
4009,27.022112,-97.498478,Southern,south
4010,27.022112,-97.498478,Southern,south
4011,27.100448,-98.789966,Southern,south
4012,26.083177,-97.96214,Southern,south
4013,26.3403,-98.19,Southern,south
4014,28.476396,-100.276888,Southern,south
4015,28.476396,-100.276888,Southern,south
4016,28.790915,-98.717634,Southern,south
4017,27.627121,-97.269242,Southern,south
4018,28.197778,-97.444953,Southern,south
4019,26.090103,-97.798453,Southern,south
4020,27.5925,-97.500833,Southern,south
4021,26.376651,-97.993045,Southern,south
4022,28.041684,-99.399193,Southern,south
4023,28.941736,-98.851298,Southern,south
4024,28.7044,-98.4775,Southern,south
4025,28.7044,-98.4775,Southern,south
4026,28.7044,-98.4775,Southern,south
4027,26.166944,-98.325,Southern,south
4028,28.7128,-97.214167,Coast,south
4029,28.7128,-97.214167,Coast,south
4030,28.7128,-97.214167,Coast,south
4031,27.128233,-99.33083,Southern,south
4032,27.444204,-97.865597,Southern,south
4033,27.513811,-99.502143,Southern,south
4034,26.111189,-98.241746,Southern,south
4035,27.811083,-97.595813,Southern,south
4036,28.888748,-99.562652,Southern,south
4037,28.2078,-97.522673,Southern,south
4038,28.407712,-97.71062,Southern,south
4039,26.169846,-98.329793,Southern,south
4040,26.169846,-98.329793,Southern,south
4041,26.230677,-98.114039,Southern,south
4042,26.230677,-98.114039,Southern,south
4043,26.649,-99.0387,Southern,south
4044,26.5575,-99.1642,Southern,south
4045,26.5575,-99.1642,Southern,south
4046,26.5575,-99.1642,Southern,south
4047,26.5575,-99.1642,Southern,south
4048,26.242813,-98.494493,Southern,south
4049,26.364843,-97.545341,Southern,south
4050,26.364843,-97.545341,Southern,south
4051,27.5697,-97.8228,Southern,south
4052,27.5697,-97.8228,Southern,south
4053,26.911014,-97.773774,Southern,south
4054,28.246189,-97.650894,Southern,south
4055,27.819419,-97.392456,Southern,south
4056,27.882778,-97.242778,Southern,south
4057,27.882778,-97.242778,Southern,south
4058,27.882778,-97.242778,Southern,south
4059,27.882778,-97.242778,Southern,south
4060,27.882778,-97.242778,Southern,south
4064,27.81922,-97.535461,Southern,south
4065,27.81922,-97.535461,Southern,south
4066,26.158622,-97.989155,Southern,south
4067,26.179999,-97.725607,Southern,south
4068,26.296101,-98.0096,Southern,south
4069,27.8175,-97.4814,Southern,south
4070,25.943923,-97.317944,Southern,south
4071,25.943923,-97.317944,Southern,south
4072,27.768021,-97.399135,Southern,south
4073,26.208,-98.3992,Southern,south
4074,26.208,-98.3992,Southern,south
4075,26.208,-98.3992,Southern,south
4076,26.208,-98.3992,Southern,south
4077,26.208,-98.3992,Southern,south
4078,27.729894,-97.385247,Southern,south
4079,26.318913,-98.370054,Southern,south
4080,27.6064,-97.3117,Southern,south
4081,27.6064,-97.3117,Southern,south
4082,27.6064,-97.3117,Southern,south
4083,27.6064,-97.3117,Southern,south
4084,27.6064,-97.3117,Southern,south
4085,27.6064,-97.3117,Southern,south
4086,26.249888,-97.511842,Southern,south
4087,27.695151,-97.269443,Southern,south
4088,26.149684,-98.189714,Southern,south
4089,26.269683,-97.867012,Southern,south
4090,26.269683,-97.867012,Southern,south
4099,27.992706,-97.743983,Southern,south
4100,27.833756,-97.496523,Southern,south
4101,27.634677,-99.258329,Southern,south
4102,26.074676,-97.52318,Southern,south
4103,26.451111,-98.1775,Southern,south
4104,27.9386,-97.4586,Southern,south
4105,27.9386,-97.4586,Southern,south
4106,26.125979,-97.377599,Southern,south
4107,26.1619,-98.058657,Southern,south
4108,27.88929,-97.258417,Southern,south
4109,27.683277,-97.406289,Southern,south
4110,26.235,-97.271778,Southern,south
4111,26.232466,-97.823173,Southern,south
4112,27.139147,-97.90137,Southern,south
4113,27.5667,-99.5089,Southern,south
4114,27.5667,-99.5089,Southern,south
4115,27.5667,-99.5089,Southern,south
4116,27.5667,-99.5089,Southern,south
4117,28.764536,-98.48596,Southern,south
4118,28.257475,-98.143051,Southern,south
4119,26.523359,-99.017108,Southern,south
4120,27.752006,-97.436501,Southern,south
4121,26.100103,-97.798453,Southern,south
4122,26.34172,-98.175759,Southern,south
4123,27.662514,-97.371365,Southern,south
4124,26.880517,-98.216213,Southern,south
4125,28.621959,-97.937625,Southern,south
4126,25.988942,-97.443582,Southern,south
4127,27.65992,-98.07572,Southern,south
4128,26.582929,-98.521632,Southern,south
4129,27.634419,-98.496692,Southern,south
4130,27.835918,-98.62897,Southern,south
4131,28.9377,-99.10765,Southern,south
4132,28.9377,-99.10765,Southern,south
4133,28.9377,-99.10765,Southern,south
4139,28.093161,-97.962915,Southern,south
4140,27.223056,-97.789167,Southern,south
4141,27.223056,-97.789167,Southern,south
4143,28.703396,-99.191188,Southern,south
4144,27.986244,-98.060187,Southern,south
4145,27.892132,-97.384238,Southern,south
4146,27.373543,-99.350596,Southern,south
4147,27.373543,-99.350596,Southern,south
4148,28.310347,-98.573186,Southern,south
4149,28.120701,-97.19689,Southern,south
4150,27.73963,-97.46682,Southern,south
4151,27.0011,-97.5994,Southern,south
4152,27.0011,-97.5994,Southern,south
4153,27.0011,-97.5994,Southern,south
4154,26.321607,-98.476164,Southern,south
4155,26.253727,-98.567191,Southern,south
4156,27.703573,-97.345045,Southern,south
4157,26.296434,-98.299977,Southern,south
4158,27.819412,-97.419203,Southern,south
4159,27.819412,-97.419203,Southern,south
4160,27.819412,-97.419203,Southern,south
4161,27.819412,-97.419203,Southern,south
4162,27.819412,-97.419203,Southern,south
4164,26.274827,-98.654824,Southern,south
4165,27.122529,-97.557372,Southern,south
4166,27.122529,-97.557372,Southern,south
4167,26.477435,-97.921496,Southern,south
4168,27.8139,-97.4283,Southern,south
4169,28.170179,-97.817507,Southern,south
4170,27.873028,-97.092196,Southern,south
4171,26.106086,-97.629292,Southern,south
4172,28.935779,-98.428996,South_central,south
4173,28.291147,-96.899059,Coast,south
4174,29.203679,-98.776694,South_central,south
4175,27.751747,-99.126085,Southern,south
4176,27.576111,-98.905278,Southern,south
4177,27.576111,-98.905278,Southern,south
4178,28.568278,-97.579237,Southern,south
4179,27.849558,-98.385775,Southern,south
4180,27.777437,-97.114983,Southern,south
4181,27.9958,-97.2967,Southern,south
4182,27.9958,-97.2967,Southern,south
4183,26.500883,-97.599064,Southern,south
4184,26.500883,-97.599064,Southern,south
4185,26.930929,-99.162765,Southern,south
4186,26.364153,-97.780439,Southern,south
4187,28.293173,-99.214344,Southern,south
4188,28.951173,-100.593386,Southern,south
4189,28.524903,-99.50848,Southern,south
4190,27.456115,-99.417339,Southern,south
4191,26.569308,-97.442331,Southern,south
4192,25.94113,-97.53276,Southern,south
4193,25.94113,-97.53276,Southern,south
4194,26.34892,-97.6668,Southern,south
4195,27.488056,-99.005278,Southern,south
4196,27.488056,-99.005278,Southern,south
4197,27.488056,-99.005278,Southern,south
5003,32.911702,-96.674838,North_central,north
5004,32.158265,-96.329632,North_central,north
5005,32.527015,-98.008849,North_central,north
5006,32.969699,-96.797334,North_central,north
5007,33.231569,-97.109882,North,north
5008,32.790131,-99.24184,North,west
5009,32.864887,-96.790359,North_central,north
5010,33.031561,-96.673164,North,north
5011,31.299588,-96.608952,North_central,north
5012,33.214869,-97.209692,North,north
5013,31.842565,-98.805134,North_central,north
5014,33.276319,-97.514178,North,north
5015,32.928037,-97.283914,North_central,north
5016,32.928037,-97.283914,North_central,north
5017,33.198704,-97.311628,North,north
5018,33.052226,-98.328415,North,north
5019,33.052226,-98.328415,North,north
5020,33.052226,-98.328415,North,north
5021,32.7206,-97.5142,North_central,north
5022,32.7206,-97.5142,North_central,north
5024,31.417256,-97.755604,North_central,north
5025,32.276663,-97.508356,North_central,north
5026,32.639029,-97.335106,North_central,north
5027,32.667305,-97.416615,North_central,north
5028,32.823978,-97.048681,North_central,north
5029,31.291151,-97.260738,North_central,north
5030,32.853068,-97.6966,North_central,north
5031,33.151747,-96.483157,North,north
5032,32.746823,-96.802681,North_central,north
5033,32.648611,-96.644444,North_central,north
5034,32.648611,-96.644444,North_central,north
5043,32.945503,-96.375325,North_central,north
5044,33.041942,-97.597083,North,north
5045,32.282235,-98.196717,North_central,north
5046,32.282235,-98.196717,North_central,north
5047,32.503973,-97.188374,North_central,north
5048,32.503973,-97.188374,North_central,north
5049,33.1707,-96.1264,North,north
5050,33.1707,-96.1264,North,north
5051,33.1707,-96.1264,North,north
5052,33.1707,-96.1264,North,north
5053,33.090085,-96.740008,North,north
5054,31.503056,-96.520013,North_central,north
5055,33.1344,-98.6117,North,west
5056,33.1344,-98.6117,North,west
5057,33.1344,-98.6117,North,west
5058,33.1344,-98.6117,North,west
5059,32.277759,-96.105332,North_central,north
5060,32.277759,-96.105332,North_central,north
5063,32.775093,-97.14209,North_central,north
5064,32.775093,-97.14209,North_central,north
5070,32.781246,-96.878831,North_central,north
5071,31.576824,-97.127249,North_central,north
5072,32.997373,-96.788213,North_central,north
5073,31.706204,-99.151374,North_central,north
5074,33.241902,-96.807989,North,north
5075,31.553908,-98.049081,North_central,north
5076,32.819566,-96.184835,North_central,north
5077,32.819566,-96.184835,North_central,north
5078,33.273449,-96.990119,North,north
5079,31.513756,-97.152983,North_central,north
5080,31.34904,-97.21786,North_central,north
5081,31.114983,-97.845111,North_central,north
5082,32.692105,-97.086517,North_central,north
5083,33.172033,-96.69627,North,north
5084,33.172033,-96.69627,North,north
5085,32.665618,-96.873056,North_central,north
5086,32.719328,-97.155028,North_central,north
5087,32.139,-97.06,North_central,north
5088,31.8594,-97.3586,North_central,north
5089,31.8594,-97.3586,North_central,north
5090,32.831279,-96.771191,North_central,north
5091,32.038687,-96.807932,North_central,north
5092,32.280923,-97.16076,North_central,north
5093,32.986624,-97.377255,North_central,north
5094,32.23256,-96.706121,North_central,north
5095,33.110351,-97.005469,North,north
5096,33.021793,-96.615482,North,north
5097,32.814107,-97.091323,North_central,north
5098,32.581858,-97.420575,North_central,north
5099,33.03489,-97.124906,North,north
5100,32.770635,-96.746362,North_central,north
5101,31.891101,-98.614553,North_central,north
5102,32.976063,-96.74208,North_central,north
5103,32.976063,-96.74208,North_central,north
5104,32.620058,-97.274934,North_central,north
5105,32.9192,-96.9894,North_central,north
5108,32.636077,-96.964622,North_central,north
5109,32.562744,-96.752161,North_central,north
5110,32.764096,-98.276879,North_central,north
5111,32.960047,-96.838522,North_central,north
5112,32.001481,-97.8826,North_central,north
5113,33.310446,-97.369773,North,north
5114,32.568801,-96.255103,North_central,north
5115,33.16114,-96.239739,North,north
5116,33.034225,-96.811607,North,north
5117,32.691147,-97.262625,North_central,north
5118,32.428686,-99.159114,North,west
5119,33.014983,-98.053654,North_central,north
5120,31.748303,-99.032891,North_central,north
5121,31.748303,-99.032891,North_central,north
5122,32.841987,-96.702574,North_central,north
5123,31.202394,-96.814239,North_central,north
5124,31.202394,-96.814239,North_central,north
5125,32.784952,-97.100052,North_central,north
5126,32.912633,-96.736637,North_central,north
5127,31.769003,-97.804426,North_central,north
5128,32.753141,-96.839613,North_central,north
5129,31.5481,-98.49491,North_central,north
5130,33.021268,-96.741558,North,north
5131,31.051688,-97.499909,North_central,south
5132,31.051688,-97.499909,North_central,south
5133,32.362649,-97.924354,North_central,north
5134,32.804272,-98.892466,North_central,west
5135,32.495875,-98.66402,North_central,west
5136,33.457143,-95.667897,North,north
5137,31.475671,-97.083854,North_central,north
5138,31.475671,-97.083854,North_central,north
5139,32.923189,-96.891721,North_central,north
5140,31.486416,-97.706884,North_central,north
5141,33.321734,-96.378479,North,north
5142,31.285086,-97.390061,North_central,south
5143,32.775915,-97.180963,North_central,north
5144,31.627123,-97.215893,North_central,north
5145,32.72944,-96.996462,North_central,north
5146,32.938077,-96.556367,North_central,north
5147,33.075422,-96.802686,North,north
5148,32.874833,-96.996735,North_central,north
5149,32.878497,-96.707819,North_central,north
5150,33.276426,-98.382374,North,north
5151,31.988989,-97.52976,North_central,north
5152,32.969008,-96.580883,North_central,north
5153,33.098727,-97.723422,North,north
5154,32.116002,-97.343521,North_central,north
5155,32.759373,-98.666449,North_central,west
5156,31.931233,-98.927404,North_central,north
5157,32.599427,-96.864075,North_central,north
5158,32.771707,-96.616717,North_central,north
5159,31.029028,-96.934783,North_central,south
5160,33.208811,-97.055133,North,north
5161,32.824924,-96.679438,North_central,north
5162,31.661047,-96.955129,North_central,north
5163,31.075955,-97.604369,North_central,south
5164,33.1975,-97.1061,North,north
5165,33.1975,-97.1061,North,north
5166,33.1975,-97.1061,North,north
5167,33.1975,-97.1061,North,north
5168,32.868529,-96.876118,North_central,north
5169,32.338659,-98.476051,North_central,west
5170,32.338659,-98.476051,North_central,west
5171,32.043976,-96.91458,North_central,north
5172,32.682733,-97.782298,North_central,north
5173,33.056756,-96.730831,North,north
5174,31.8932,-96.8751,North_central,north
5175,33.149467,-97.096016,North,north
5176,32.904994,-98.324274,North_central,north
5177,32.635563,-97.148829,North_central,north
5178,32.851681,-96.43617,North_central,north
5179,32.067483,-96.585136,North_central,north
5180,32.067483,-96.585136,North_central,north
5181,32.928902,-96.619782,North_central,north
5182,31.476579,-97.728745,North_central,north
5183,32.962473,-96.89817,North_central,north
5184,32.775409,-97.435599,North_central,north
5185,33.093365,-97.462793,North,north
