name,lat,lon,ercot_weather_zone
2062,34.292913,-99.367734,North
2063,33.8181,-96.5692,North
2064,33.745236,-95.744327,North
2065,33.661583,-97.17635,North
2066,33.183064,-100.245133,North
2067,33.799085,-98.50984,North
2068,33.509722,-98.360833,North
2069,33.450768,-96.742245,North
2070,33.493056,-98.581944,North
2071,33.493056,-98.581944,North
2072,33.537706,-96.906575,North
2073,32.96736,-100.56428,North
2074,32.96736,-100.56428,North
2076,32.96736,-100.56428,North
2077,33.733006,-97.428406,North
2078,33.733006,-97.428406,North
2079,33.994322,-100.287247,North
2080,33.793074,-97.963802,North
2081,33.615539,-96.072156,North
2082,33.8625,-98.5894,North
2083,33.8625,-98.5894,North
2084,33.8625,-98.5894,North
2085,33.8625,-98.5894,North
2086,33.626904,-97.687873,North
2087,33.341053,-100.714732,North
2088,33.495278,-98.5,North
2089,33.495278,-98.5,North
2090,33.498221,-94.890845,North
2091,33.57824,-99.1921,North
2092,33.727126,-96.470794,North
2093,35.3503,-101.54,North
2096,33.713671,-101.433811,North
2097,33.713671,-101.433811,North
2098,33.713671,-101.433811,North
2099,33.713671,-101.433811,North
2101,33.582573,-96.617893,North
2102,33.582573,-96.617893,North
2103,33.582573,-96.617893,North
2104,33.582573,-96.617893,North
2105,33.582573,-96.617893,North
2106,33.498186,-96.378894,North
2107,33.604131,-96.550405,North
2108,33.345366,-99.624257,North
2109,34.103273,-98.622467,North
2110,33.703851,-97.372009,North
2111,33.527396,-98.884782,North
2112,34.008308,-98.25932,North
2113,33.6308,-95.59,North
2114,33.6308,-95.59,North
2115,33.6308,-95.59,North
2116,33.6308,-95.59,North
2117,33.6308,-95.59,North
2118,33.6308,-95.59,North
2119,33.6308,-95.59,North
2120,33.6308,-95.59,North
2121,33.801868,-95.151966,North
2122,33.778716,-95.996823,North
2123,35.442778,-101.372778,North
2124,33.43566,-96.549913,North
2125,33.464643,-96.892724,North
2126,33.458028,-97.128552,North
2127,35.653889,-100.538611,North
2128,35.653889,-100.538611,North
2129,33.439125,-96.311485,North
2130,33.186882,-99.595332,North
2131,33.186882,-99.595332,North
2133,33.741367,-97.535329,North
3001,30.036701,-99.163039,West
3002,30.036701,-99.163039,West
3003,32.3606,-100.3389,West
3004,32.3606,-100.3389,West
3005,29.64447,-99.682471,West
3006,32.857004,-100.124032,North
3007,32.473621,-100.032723,North
3007,32.473621,-100.032723,West
3008,31.736902,-99.567791,North_central
3009,30.441414,-100.56062,West
3010,29.6747,-100.078588,West
3011,30.653746,-98.918266,West
3012,30.437069,-98.708714,West
3013,32.335677,-99.667488,West
3014,30.731599,-98.385422,West
3015,32.415212,-100.573539,North
3015,32.415212,-100.573539,West
3016,32.255978,-100.320309,West
3017,32.255978,-100.320309,West
3018,31.048557,-100.623114,West
3019,31.048557,-100.623114,West
3020,31.048557,-100.623114,West
3021,32.783669,-99.720186,North
3022,32.3358,-100.9156,West
3023,32.940911,-99.850964,North
3024,30.883539,-100.595464,West
3025,31.157093,-98.763991,West
3026,32.6256,-99.4928,North
3027,32.6256,-99.4928,North
3028,32.6256,-99.4928,North
3029,31.257224,-98.376742,North_central
3030,31.50972,-100.322075,West
3031,32.274081,-99.826041,West
3032,32.333551,-99.927724,West
3033,32.631073,-101.008494,North
3034,32.631073,-101.008494,North
3035,30.93982,-99.079893,West
3036,31.5481,-99.1872,North_central
3037,32.4694,-100.6664,North
3038,32.4694,-100.6664,North
3039,32.4694,-100.6664,North
3040,31.738576,-99.934162,West
3041,32.05,-100.6917,West
3042,32.05,-100.6917,West
3046,32.3122,-100.5303,West
3047,32.3122,-100.5303,West
3048,32.3122,-100.5303,West
3049,32.796921,-99.880885,North
3050,29.83722,-101.212436,West
3051,29.83722,-101.212436,West
3052,30.095115,-99.628211,West
3053,32.214024,-100.05712,West
3054,32.214024,-100.05712,West
3055,32.214024,-100.05712,West
3056,32.214024,-100.05712,West
3057,32.214024,-100.05712,West
3058,31.951958,-101.018936,West
3059,31.951958,-101.018936,West
3060,31.951958,-101.018936,West
3061,31.951958,-101.018936,West
3062,31.951958,-101.018936,West
3063,31.951958,-101.018936,West
3064,32.199366,-100.491908,West
3065,32.199366,-100.491908,West
3066,31.176951,-99.616412,North_central
3067,32.4301,-100.235652,North
3067,32.4301,-100.235652,West
3068,32.4301,-100.235652,North
3068,32.4301,-100.235652,West
3069,32.120249,-99.753027,West
3070,32.2878,-100.1,West
3071,32.2878,-100.1,West
3072,31.534768,-100.113803,West
3073,29.234722,-100.209167,Southern
3074,29.234722,-100.209167,Southern
3075,30.843122,-99.570053,West
3076,29.395621,-100.439985,West
3077,32.362783,-99.817314,West
3078,32.5886,-100.6728,North
3079,32.5886,-100.6728,North
3080,32.5886,-100.6728,North
3081,32.5886,-100.6728,North
3082,32.318221,-100.176986,West
3083,32.318221,-100.176986,West
3084,32.318221,-100.176986,West
3085,32.4375,-100.7444,North
3085,32.4375,-100.7444,West
3086,32.4375,-100.7444,North
3086,32.4375,-100.7444,West
3087,32.4375,-100.7444,North
3087,32.4375,-100.7444,West
3088,32.5144,-99.6564,North
3089,32.5144,-99.6564,North
3091,32.5144,-99.6564,North
3092,32.5144,-99.6564,North
3093,29.988092,-100.286076,West
3094,32.311556,-100.061589,West
3095,32.311556,-100.061589,West
3096,32.94793,-101.147784,North
3097,32.94793,-101.147784,North
3098,32.94793,-101.147784,North
3099,32.415823,-99.90623,North
3099,32.415823,-99.90623,West
3100,32.630473,-99.830642,North
3101,30.936768,-98.467066,West
3102,32.576489,-99.665323,North
3103,32.291861,-100.210748,West
3104,30.7507,-98.4176,West
3105,30.7507,-98.4176,West
3106,30.7507,-98.4176,West
3107,30.159136,-99.345011,West
3108,31.088158,-98.01069,North_central
3109,32.931944,-101.143611,North
3110,32.931944,-101.143611,North
3111,31.951944,-100.791389,West
3112,31.951944,-100.791389,West
3113,31.951944,-100.791389,West
3114,31.268843,-100.563525,West
3115,32.969722,-100.524167,North
3116,32.718056,-100.793333,North
3117,32.718056,-100.793333,North
3119,29.325033,-100.391847,West
3120,29.325033,-100.391847,West
3121,32.4969,-100.5797,North
3122,32.4969,-100.5797,North
3123,29.151012,-100.01587,Southern
3124,30.280938,-98.876683,West
3125,32.462235,-99.715894,North
3125,32.462235,-99.715894,West
3126,29.291845,-99.612368,West
3127,32.290833,-100.4219,West
3128,32.404869,-100.711396,North
3128,32.404869,-100.711396,West
3129,32.3983,-100.6481,North
3129,32.3983,-100.6481,West
3130,31.802748,-101.055625,West
3131,32.303889,-100.021667,West
3132,31.262546,-99.843961,West
3133,32.7204,-100.9952,North
3134,32.7204,-100.9952,North
3136,32.7204,-100.9952,North
3137,32.4081,-100.1286,North
3137,32.4081,-100.1286,West
3138,30.897544,-100.107479,West
3139,31.858516,-100.165338,West
3140,32.052075,-99.69465,West
3141,32.3472,-100.3703,West
3142,31.289523,-100.15267,West
3143,31.515316,-99.380601,North_central
3144,31.411505,-99.682323,West
3145,32.664859,-100.212875,North
3146,30.45867,-100.06915,West
3147,31.102377,-98.25934,West
4002,29.358523,-100.777486,West
4003,26.461461,-98.285881,Southern
4004,27.833509,-99.685482,Southern
4005,27.833509,-99.685482,Southern
4006,27.32,-99.0,Southern
4007,26.189433,-98.322929,Southern
4008,29.079849,-98.642309,South_central
4009,27.022112,-97.498478,Southern
4010,27.022112,-97.498478,Southern
4011,27.100448,-98.789966,Southern
4012,26.083177,-97.96214,Southern
4013,26.3403,-98.19,Southern
4014,28.476396,-100.276888,Southern
4015,28.476396,-100.276888,Southern
4016,28.790915,-98.717634,Southern
4017,27.627121,-97.269242,Southern
4018,28.197778,-97.444953,Southern
4019,26.090103,-97.798453,Southern
4020,27.5925,-97.500833,Southern
4021,26.376651,-97.993045,Southern
4022,28.041684,-99.399193,Southern
4023,28.941736,-98.851298,Southern
4024,28.7044,-98.4775,Southern
4025,28.7044,-98.4775,Southern
4026,28.7044,-98.4775,Southern
4027,26.166944,-98.325,Southern
4028,28.7128,-97.214167,Coast
4029,28.7128,-97.214167,Coast
4030,28.7128,-97.214167,Coast
4031,27.128233,-99.33083,Southern
4032,27.444204,-97.865597,Southern
4033,27.513811,-99.502143,Southern
4034,26.111189,-98.241746,Southern
4035,27.811083,-97.595813,Southern
4036,28.888748,-99.562652,Southern
4037,28.2078,-97.522673,Southern
4038,28.407712,-97.71062,Southern
4039,26.169846,-98.329793,Southern
4040,26.169846,-98.329793,Southern
4041,26.230677,-98.114039,Southern
4042,26.230677,-98.114039,Southern
4043,26.649,-99.0387,Southern
4044,26.5575,-99.1642,Southern
4045,26.5575,-99.1642,Southern
4046,26.5575,-99.1642,Southern
4047,26.5575,-99.1642,Southern
4048,26.242813,-98.494493,Southern
4049,26.364843,-97.545341,Southern
4050,26.364843,-97.545341,Southern
4051,27.5697,-97.8228,Southern
4052,27.5697,-97.8228,Southern
4053,26.911014,-97.773774,Southern
4054,28.246189,-97.650894,Southern
4055,27.819419,-97.392456,Southern
4056,27.882778,-97.242778,Southern
4057,27.882778,-97.242778,Southern
4058,27.882778,-97.242778,Southern
4059,27.882778,-97.242778,Southern
4060,27.882778,-97.242778,Southern
4064,27.81922,-97.535461,Southern
4065,27.81922,-97.535461,Southern
4066,26.158622,-97.989155,Southern
4067,26.179999,-97.725607,Southern
4068,26.296101,-98.0096,Southern
4069,27.8175,-97.4814,Southern
4070,25.943923,-97.317944,Southern
4071,25.943923,-97.317944,Southern
4072,27.768021,-97.399135,Southern
4073,26.208,-98.3992,Southern
4074,26.208,-98.3992,Southern
4075,26.208,-98.3992,Southern
4076,26.208,-98.3992,Southern
4077,26.208,-98.3992,Southern
4078,27.729894,-97.385247,Southern
4079,26.318913,-98.370054,Southern
4080,27.6064,-97.3117,Southern
4081,27.6064,-97.3117,Southern
4082,27.6064,-97.3117,Southern
4083,27.6064,-97.3117,Southern
4084,27.6064,-97.3117,Southern
4085,27.6064,-97.3117,Southern
4086,26.249888,-97.511842,Southern
4087,27.695151,-97.269443,Southern
4088,26.149684,-98.189714,Southern
4089,26.269683,-97.867012,Southern
4090,26.269683,-97.867012,Southern
4099,27.992706,-97.743983,Southern
4100,27.833756,-97.496523,Southern
4101,27.634677,-99.258329,Southern
4102,26.074676,-97.52318,Southern
4103,26.451111,-98.1775,Southern
4104,27.9386,-97.4586,Southern
4105,27.9386,-97.4586,Southern
4106,26.125979,-97.377599,Southern
4107,26.1619,-98.058657,Southern
4108,27.88929,-97.258417,Southern
4109,27.683277,-97.406289,Southern
4110,26.235,-97.271778,Southern
4111,26.232466,-97.823173,Southern
4112,27.139147,-97.90137,Southern
4113,27.5667,-99.5089,Southern
4114,27.5667,-99.5089,Southern
4115,27.5667,-99.5089,Southern
4116,27.5667,-99.5089,Southern
4117,28.764536,-98.48596,Southern
4118,28.257475,-98.143051,Southern
4119,26.523359,-99.017108,Southern
4120,27.752006,-97.436501,Southern
4121,26.100103,-97.798453,Southern
4122,26.34172,-98.175759,Southern
4123,27.662514,-97.371365,Southern
4124,26.880517,-98.216213,Southern
4125,28.621959,-97.937625,Southern
4126,25.988942,-97.443582,Southern
4127,27.65992,-98.07572,Southern
4128,26.582929,-98.521632,Southern
4129,27.634419,-98.496692,Southern
4130,27.835918,-98.62897,Southern
4131,28.9377,-99.10765,Southern
4132,28.9377,-99.10765,Southern
4133,28.9377,-99.10765,Southern
4139,28.093161,-97.962915,Southern
4140,27.223056,-97.789167,Southern
4141,27.223056,-97.789167,Southern
4143,28.703396,-99.191188,Southern
4144,27.986244,-98.060187,Southern
4145,27.892132,-97.384238,Southern
4146,27.373543,-99.350596,Southern
4147,27.373543,-99.350596,Southern
4148,28.310347,-98.573186,Southern
4149,28.120701,-97.19689,Southern
4150,27.73963,-97.46682,Southern
4151,27.0011,-97.5994,Southern
4152,27.0011,-97.5994,Southern
4153,27.0011,-97.5994,Southern
4154,26.321607,-98.476164,Southern
4155,26.253727,-98.567191,Southern
4156,27.703573,-97.345045,Southern
4157,26.296434,-98.299977,Southern
4158,27.819412,-97.419203,Southern
4159,27.819412,-97.419203,Southern
4160,27.819412,-97.419203,Southern
4161,27.819412,-97.419203,Southern
4162,27.819412,-97.419203,Southern
4164,26.274827,-98.654824,Southern
4165,27.122529,-97.557372,Southern
4166,27.122529,-97.557372,Southern
4167,26.477435,-97.921496,Southern
4168,27.8139,-97.4283,Southern
4169,28.170179,-97.817507,Southern
4170,27.873028,-97.092196,Southern
4171,26.106086,-97.629292,Southern
4172,28.935779,-98.428996,South_central
4173,28.291147,-96.899059,Coast
4174,29.203679,-98.776694,South_central
4175,27.751747,-99.126085,Southern
4176,27.576111,-98.905278,Southern
4177,27.576111,-98.905278,Southern
4178,28.568278,-97.579237,Southern
4179,27.849558,-98.385775,Southern
4180,27.777437,-97.114983,Southern
4181,27.9958,-97.2967,Southern
4182,27.9958,-97.2967,Southern
4183,26.500883,-97.599064,Southern
4184,26.500883,-97.599064,Southern
4185,26.930929,-99.162765,Southern
4186,26.364153,-97.780439,Southern
4187,28.293173,-99.214344,Southern
4188,28.951173,-100.593386,Southern
4189,28.524903,-99.50848,Southern
4190,27.456115,-99.417339,Southern
4191,26.569308,-97.442331,Southern
4192,25.94113,-97.53276,Southern
4193,25.94113,-97.53276,Southern
4194,26.34892,-97.6668,Southern
4195,27.488056,-99.005278,Southern
4196,27.488056,-99.005278,Southern
4197,27.488056,-99.005278,Southern
5003,32.911702,-96.674838,North_central
5004,32.158265,-96.329632,North_central
5005,32.527015,-98.008849,North_central
5006,32.969699,-96.797334,North_central
5007,33.231569,-97.109882,North
5008,32.790131,-99.24184,North
5009,32.864887,-96.790359,North_central
5010,33.031561,-96.673164,North
5010,33.031561,-96.673164,North_central
5011,31.299588,-96.608952,North_central
5012,33.214869,-97.209692,North
5013,31.842565,-98.805134,North_central
5014,33.276319,-97.514178,North
5015,32.928037,-97.283914,North_central
5016,32.928037,-97.283914,North_central
5017,33.198704,-97.311628,North
5018,33.052226,-98.328415,North
5018,33.052226,-98.328415,North_central
5019,33.052226,-98.328415,North
5019,33.052226,-98.328415,North_central
5020,33.052226,-98.328415,North
5020,33.052226,-98.328415,North_central
5021,32.7206,-97.5142,North_central
5022,32.7206,-97.5142,North_central
5024,31.417256,-97.755604,North_central
5025,32.276663,-97.508356,North_central
5026,32.639029,-97.335106,North_central
5027,32.667305,-97.416615,North_central
5028,32.823978,-97.048681,North_central
5029,31.291151,-97.260738,North_central
5030,32.853068,-97.6966,North_central
5031,33.151747,-96.483157,North
5032,32.746823,-96.802681,North_central
5033,32.648611,-96.644444,North_central
5034,32.648611,-96.644444,North_central
5043,32.945503,-96.375325,North_central
5044,33.041942,-97.597083,North
5044,33.041942,-97.597083,North_central
5045,32.282235,-98.196717,North_central
5046,32.282235,-98.196717,North_central
5047,32.503973,-97.188374,North_central
5048,32.503973,-97.188374,North_central
5049,33.1707,-96.1264,North
5050,33.1707,-96.1264,North
5051,33.1707,-96.1264,North
5052,33.1707,-96.1264,North
5053,33.090085,-96.740008,North
5054,31.503056,-96.520013,North_central
5055,33.1344,-98.6117,North
5056,33.1344,-98.6117,North
5057,33.1344,-98.6117,North
5058,33.1344,-98.6117,North
5059,32.277759,-96.105332,North_central
5060,32.277759,-96.105332,North_central
5063,32.775093,-97.14209,North_central
5064,32.775093,-97.14209,North_central
5070,32.781246,-96.878831,North_central
5071,31.576824,-97.127249,North_central
5072,32.997373,-96.788213,North_central
5073,31.706204,-99.151374,North_central
5074,33.241902,-96.807989,North
5075,31.553908,-98.049081,North_central
5076,32.819566,-96.184835,North_central
5077,32.819566,-96.184835,North_central
5078,33.273449,-96.990119,North
5079,31.513756,-97.152983,North_central
5080,31.34904,-97.21786,North_central
5081,31.114983,-97.845111,North_central
5082,32.692105,-97.086517,North_central
5083,33.172033,-96.69627,North
5084,33.172033,-96.69627,North
5085,32.665618,-96.873056,North_central
5086,32.719328,-97.155028,North_central
5087,32.139,-97.06,North_central
5088,31.8594,-97.3586,North_central
5089,31.8594,-97.3586,North_central
5090,32.831279,-96.771191,North_central
5091,32.038687,-96.807932,North_central
5092,32.280923,-97.16076,North_central
5093,32.986624,-97.377255,North_central
5094,32.23256,-96.706121,North_central
5095,33.110351,-97.005469,North
5096,33.021793,-96.615482,North
5096,33.021793,-96.615482,North_central
5097,32.814107,-97.091323,North_central
5098,32.581858,-97.420575,North_central
5099,33.03489,-97.124906,North
5099,33.03489,-97.124906,North_central
5100,32.770635,-96.746362,North_central
5101,31.891101,-98.614553,North_central
5102,32.976063,-96.74208,North_central
5103,32.976063,-96.74208,North_central
5104,32.620058,-97.274934,North_central
5105,32.9192,-96.9894,North_central
5108,32.636077,-96.964622,North_central
5109,32.562744,-96.752161,North_central
5110,32.764096,-98.276879,North_central
5111,32.960047,-96.838522,North_central
5112,32.001481,-97.8826,North_central
5113,33.310446,-97.369773,North
5114,32.568801,-96.255103,North_central
5115,33.16114,-96.239739,North
5116,33.034225,-96.811607,North
5116,33.034225,-96.811607,North_central
5117,32.691147,-97.262625,North_central
5118,32.428686,-99.159114,North
5118,32.428686,-99.159114,North_central
5119,33.014983,-98.053654,North_central
5120,31.748303,-99.032891,North_central
5121,31.748303,-99.032891,North_central
5122,32.841987,-96.702574,North_central
5123,31.202394,-96.814239,North_central
5124,31.202394,-96.814239,North_central
5125,32.784952,-97.100052,North_central
5126,32.912633,-96.736637,North_central
5127,31.769003,-97.804426,North_central
5128,32.753141,-96.839613,North_central
5129,31.5481,-98.49491,North_central
5130,33.021268,-96.741558,North
5130,33.021268,-96.741558,North_central
5131,31.051688,-97.499909,North_central
5132,31.051688,-97.499909,North_central
5133,32.362649,-97.924354,North_central
5134,32.804272,-98.892466,North_central
5135,32.495875,-98.66402,North_central
5136,33.457143,-95.667897,North
5137,31.475671,-97.083854,North_central
5138,31.475671,-97.083854,North_central
5139,32.923189,-96.891721,North_central
5140,31.486416,-97.706884,North_central
5141,33.321734,-96.378479,North
5142,31.285086,-97.390061,North_central
5143,32.775915,-97.180963,North_central
5144,31.627123,-97.215893,North_central
5145,32.72944,-96.996462,North_central
5146,32.938077,-96.556367,North_central
5147,33.075422,-96.802686,North
5147,33.075422,-96.802686,North_central
5148,32.874833,-96.996735,North_central
5149,32.878497,-96.707819,North_central
5150,33.276426,-98.382374,North
5151,31.988989,-97.52976,North_central
5152,32.969008,-96.580883,North_central
5153,33.098727,-97.723422,North
5153,33.098727,-97.723422,North_central
5154,32.116002,-97.343521,North_central
5155,32.759373,-98.666449,North_central
5156,31.931233,-98.927404,North_central
5157,32.599427,-96.864075,North_central
5158,32.771707,-96.616717,North_central
5159,31.029028,-96.934783,North_central
5160,33.208811,-97.055133,North
5161,32.824924,-96.679438,North_central
5162,31.661047,-96.955129,North_central
5163,31.075955,-97.604369,North_central
5164,33.1975,-97.1061,North
5165,33.1975,-97.1061,North
5166,33.1975,-97.1061,North
5167,33.1975,-97.1061,North
5168,32.868529,-96.876118,North_central
5169,32.338659,-98.476051,North_central
5170,32.338659,-98.476051,North_central
5171,32.043976,-96.91458,North_central
5172,32.682733,-97.782298,North_central
5173,33.056756,-96.730831,North
5173,33.056756,-96.730831,North_central
5174,31.8932,-96.8751,North_central
5175,33.149467,-97.096016,North
5176,32.904994,-98.324274,North_central
5177,32.635563,-97.148829,North_central
5178,32.851681,-96.43617,North_central
5179,32.067483,-96.585136,North_central
5180,32.067483,-96.585136,North_central
5181,32.928902,-96.619782,North_central
5182,31.476579,-97.728745,North_central
5183,32.962473,-96.89817,North_central
5184,32.775409,-97.435599,North_central
5185,33.093365,-97.462793,North
5185,33.093365,-97.462793,North_central
5186,32.452281,-97.072628,North_central
5187,33.250203,-98.925556,North
5188,33.050164,-96.87454,North
5188,33.050164,-96.87454,North_central
5189,32.802132,-96.788852,North_central
5190,32.587603,-98.333604,North_central
5191,31.916215,-97.710123,North_central
5192,30.936006,-97.934579,North_central
5193,30.936006,-97.934579,North_central
5194,32.66066,-96.911882,North_central
5195,33.114675,-97.173782,North
5196,33.205801,-98.365069,North
5197,33.205801,-98.365069,North
5198,33.205801,-98.365069,North
5199,32.759104,-97.329756,North_central
5200,32.799602,-98.126806,North_central
5201,31.710422,-96.818676,North_central
5202,32.229113,-96.475509,North_central
5203,32.999309,-96.841688,North_central
5204,33.101,-97.9574,North
5204,33.101,-97.9574,North_central
5205,33.101,-97.9574,North
5205,33.101,-97.9574,North_central
5206,33.101,-97.9574,North
5206,33.101,-97.9574,North_central
5207,33.101,-97.9574,North
5207,33.101,-97.9574,North_central
5208,33.101,-97.9574,North
5208,33.101,-97.9574,North_central
5209,32.083522,-97.736712,North_central
5210,32.830658,-97.145157,North_central
5211,31.848506,-96.807276,North_central
5212,32.439873,-96.678049,North_central
5213,32.880196,-96.651555,North_central
5214,32.711405,-96.838591,North_central
5215,33.371246,-96.933242,North
5216,32.724047,-97.269432,North_central
5217,32.840011,-97.225295,North_central
5218,33.099993,-97.340499,North
5218,33.099993,-97.340499,North_central
5219,32.533273,-96.428985,North_central
5220,33.373051,-97.213359,North
5221,31.149208,-97.633196,North_central
5222,32.436676,-96.079558,North_central
5223,31.654919,-96.468137,North_central
5224,33.005262,-96.896742,North_central
5225,33.030354,-96.357203,North
5225,33.030354,-96.357203,North_central
5226,31.686677,-98.776277,North_central
5227,32.758408,-96.301323,North_central
5228,32.665447,-96.759451,North_central
5229,32.750602,-96.756846,North_central
5230,32.811847,-96.812903,North_central
5231,31.738177,-98.213739,North_central
5232,32.692186,-97.133304,North_central
5233,32.860285,-97.086028,North_central
5234,33.163129,-96.790192,North
5235,30.925736,-97.59865,North_central
5236,33.383611,-98.711944,North
