sub,name,lat,lon
195,ROCKSPRINGS,29.988092,-100.286076
196,MERKEL 2,32.311556,-100.061589
197,FLUVANNA 2,32.94793,-101.147784
198,DYESS AFB,32.415823,-99.90623
199,HAWLEY,32.630473,-99.830642
200,BUCHANAN DAM 2,30.936768,-98.467066
201,ABILENE 3,32.576489,-99.665323
202,SWEETWATER 5,32.291861,-100.210748
203,BUCHANAN DAM 1,30.7507,-98.4176
204,INGRAM,30.159136,-99.345011
205,KEMPNER,31.088158,-98.01069
206,FLUVANNA 1,32.931944,-101.143611
207,STERLING CITY 2,31.951944,-100.791389
208,SAN ANGELO 2,31.268843,-100.563525
209,ROTAN,32.969722,-100.524167
210,SYNDER,32.718056,-100.793333
211,BRACKETTVILLE 1,29.325033,-100.391847
212,ROSCOE 1,32.4969,-100.5797
213,UVALDE,29.151012,-100.01587
214,FREDERICKSBURG,30.280938,-98.876683
215,ABILENE 5,32.462235,-99.715894
216,SABINAL,29.291845,-99.612368
217,SWEETWATER 2,32.290833,-100.4219
218,LORAINE 2,32.404869,-100.711396
219,ROSCOE 3,32.3983,-100.6481
220,SAN ANGELO 3,31.802748,-101.055625
221,TUSOCOLA,32.303889,-100.021667
222,EDEN,31.262546,-99.843961
223,SNYDER 2,32.7204,-100.9952
224,SWEETWATER 1,32.4081,-100.1286
225,MENARD,30.897544,-100.107479
226,WINTERS,31.858516,-100.165338
227,GOLDSBORO,32.052075,-99.69465
228,SWEETWATER 3,32.3472,-100.3703
229,GOODFELLOW AFB,31.289523,-100.15267
230,SANTA ANNA,31.515316,-99.380601
231,ROWENA,31.411505,-99.682323
232,TRENT 2,32.664859,-100.212875
233,JUNCTION,30.45867,-100.06915
234,LAMPASAS,31.102377,-98.25934
235,LAUGHLIN A F B,29.358523,-100.777486
236,EDINBURG 3,26.461461,-98.285881
237,LAREDO 7,27.833509,-99.685482
238,BRUNI 2,27.32,-99.0
239,MCALLEN 2,26.189433,-98.322929
240,POTEET,29.079849,-98.642309
241,SARITA 3,27.022112,-97.498478
242,HEBBRONVILLE,27.100448,-98.789966
243,PROGRESO,26.083177,-97.96214
244,EDINBURG 2,26.3403,-98.19
245,EAGLE PASS,28.476396,-100.276888
246,CHARLOTTE,28.790915,-98.717634
247,CORPUS CHRISTI 4,27.627121,-97.269242
248,WOODSBORO,28.197778,-97.444953
249,MERCEDES,26.090103,-97.798453
250,CORPUS CHRISTI 16,27.5925,-97.500833
251,EDCOUCH,26.376651,-97.993045
252,ENCINAL,28.041684,-99.399193
253,MOORE,28.941736,-98.851298
254,CHRISTINE,28.7044,-98.4775
255,MCALLEN 3,26.166944,-98.325
256,FANNIN,28.7128,-97.214167
257,SAN YGNACIO,27.128233,-99.33083
258,KINGSVILLE,27.444204,-97.865597
259,LAREDO 6,27.513811,-99.502143
260,HIDALGO,26.111189,-98.241746
261,CORPUS CHRISTI 18,27.811083,-97.595813
262,CRYSTAL CITY,28.888748,-99.562652
263,SINTON,28.2078,-97.522673
264,BEEVILLE,28.407712,-97.71062
265,MISSION 4,26.169846,-98.329793
266,SAN JUAN,26.230677,-98.114039
267,FALCON HEIGHTS 2,26.649,-99.0387
268,FALCON HEIGHTS 1,26.5575,-99.1642
269,LA JOYA,26.242813,-98.494493
270,SEBASTIAN 2,26.364843,-97.545341
271,BISHOP,27.5697,-97.8228
272,ARMSTRONG 2,26.911014,-97.773774
273,SKIDMORE,28.246189,-97.650894
274,CORPUS CHRISTI 9,27.819419,-97.392456
275,GREGORY,27.882778,-97.242778
276,CORPUS CHRISTI 2,27.81922,-97.535461
277,WESLACO,26.158622,-97.989155
278,HARLINGEN 1,26.179999,-97.725607
279,ELSA,26.296101,-98.0096
280,CORPUS CHRISTI 17,27.8175,-97.4814
281,BROWNSVILLE 2,25.943923,-97.317944
282,CORPUS CHRISTI 10,27.768021,-97.399135
283,MISSION 1,26.208,-98.3992
284,CORPUS CHRISTI 8,27.729894,-97.385247
285,MISSION 3,26.318913,-98.370054
286,CORPUS CHRISTI 3,27.6064,-97.3117
287,RIO HONDO,26.249888,-97.511842
288,CORPUS CHRISTI 5,27.695151,-97.269443
289,PHARR,26.149684,-98.189714
290,SANTA ROSA 1,26.269683,-97.867012
291,ODEM,27.992706,-97.743983
292,CORPUS CHRISTI 13,27.833756,-97.496523
293,LAREDO 3,27.634677,-99.258329
294,OLMITO,26.074676,-97.52318
295,EDINBURG 1,26.451111,-98.1775
296,TAFT 2,27.9386,-97.4586
297,PORT ISABEL,26.125979,-97.377599
298,DONNA,26.1619,-98.058657
299,INGLESIDE,27.88929,-97.258417
300,CORPUS CHRISTI 11,27.683277,-97.406289
301,LOS FRESNOS,26.235,-97.271778
302,HARLINGEN 2,26.232466,-97.823173
303,RIVIERA,27.139147,-97.90137
304,LAREDO 1,27.5667,-99.5089
305,JOURDANTON,28.764536,-98.48596
306,GEORGE WEST,28.257475,-98.143051
307,ROMA,26.523359,-99.017108
308,CORPUS CHRISTI 12,27.752006,-97.436501
309,SANTA MARIA,26.100103,-97.798453
310,MCALLEN 1,26.34172,-98.175759
311,CORPUS CHRISTI 7,27.662514,-97.371365
312,FALFURRIAS,26.880517,-98.216213
313,PETTUS,28.621959,-97.937625
314,BROWNSVILLE 3,25.988942,-97.443582
315,ALICE,27.65992,-98.07572
316,RIO GRANDE CITY,26.582929,-98.521632
317,PREMONT,27.634419,-98.496692
318,FREER,27.835918,-98.62897
319,PEARSALL,28.9377,-99.10765
320,SANDIA,28.093161,-97.962915
321,SARITA 1,27.223056,-97.789167
322,DILLEY,28.703396,-99.191188
323,ORANGE GROVE,27.986244,-98.060187
324,PORTLAND,27.892132,-97.384238
325,LAREDO 4,27.373543,-99.350596
326,THREE RIVERS,28.310347,-98.573186
327,ROCKPORT,28.120701,-97.19689
328,CORPUS CHRISTI 15,27.73963,-97.46682
329,ARMSTRONG 1,27.0011,-97.5994
330,PENITAS,26.321607,-98.476164
331,SULLIVAN CITY,26.253727,-98.567191
332,CORPUS CHRISTI 6,27.703573,-97.345045
333,MISSION 2,26.296434,-98.299977
334,CORPUS CHRISTI 1,27.819412,-97.419203
335,GRULLA,26.274827,-98.654824
336,SARITA 2,27.122529,-97.557372
337,HARGILL,26.477435,-97.921496
338,CORPUS CHRISTI 14,27.8139,-97.4283
339,MATHIS,28.170179,-97.817507
340,ARANSAS PASS,27.873028,-97.092196
341,SAN BENITO,26.106086,-97.629292
342,PLEASANTON,28.935779,-98.428996
343,REFUGIO,28.291147,-96.899059
344,LYTLE,29.203679,-98.776694
345,LAREDO 2,27.751747,-99.126085
346,BRUNI 1,27.576111,-98.905278
347,GOLIAD,28.568278,-97.579237
348,SAN DIEGO,27.849558,-98.385775
349,PORT ARANSAS,27.777437,-97.114983
350,TAFT 1,27.9958,-97.2967
351,SAN PERLITA,26.500883,-97.599064
352,ZAPATA,26.930929,-99.162765
353,SANTA ROSA 2,26.364153,-97.780439
354,COTULLA,28.293173,-99.214344
355,QUEMADO,28.951173,-100.593386
356,CARRIZO SPRINGS,28.524903,-99.50848
357,LAREDO 5,27.456115,-99.417339
358,RAYMONDVILLE,26.569308,-97.442331
359,BROWNSVILLE 1,25.94113,-97.53276
360,LEMING,29.070547,-98.48181
361,SEBASTIAN 1,26.34892,-97.6668
362,GARLAND 5,32.911702,-96.674838
363,KERENS,32.158265,-96.329632
364,LIPAN,32.527015,-98.008849
365,DALLAS 24,32.969699,-96.797334
366,DENTON 4,33.231569,-97.109882
367,ALBANY 2,32.790131,-99.24184
368,DALLAS 21,32.864887,-96.790359
369,PLANO 2,33.031561,-96.673164
370,THORNTON,31.299588,-96.608952
371,DENTON 5,33.214869,-97.209692
372,EARLY,31.842565,-98.805134
373,DECATUR,33.276319,-97.514178
374,KELLER 2,32.928037,-97.283914
375,PONDER,33.198704,-97.311628
376,JACKSBORO 1,33.052226,-98.328415
377,ALEDO 1,32.7206,-97.5142
378,GATESVILLE 4,31.417256,-97.755604
379,CLEBURNE 2,32.276663,-97.508356
380,FORT WORTH 14,32.639029,-97.335106
381,FORT WORTH 23,32.667305,-97.416615
382,FORT WORTH 1,32.823978,-97.048681
383,TROY,31.291151,-97.260738
384,SPRINGTOWN,32.853068,-97.6966
385,PRINCETON,33.151747,-96.483157
386,DALLAS 27,32.746823,-96.802681
387,DALLAS 1,32.648611,-96.644444
388,ROYSE CITY,32.945503,-96.375325
389,BOYD,33.041942,-97.597083
390,STEPHENVILLE,32.282235,-98.196717
391,MANSFIELD,32.503973,-97.188374
392,GREENVILLE 1,33.1707,-96.1264
393,PLANO 4,33.090085,-96.740008
394,GROESBECK,31.503056,-96.520013
395,GRAHAM,33.1344,-98.6117
396,MABANK 2,32.277759,-96.105332
397,ARLINGTON 1,32.775093,-97.14209
398,DALLAS 41,32.781246,-96.878831
399,WACO 3,31.576824,-97.127249
400,DALLAS 19,32.997373,-96.788213
401,BANGS,31.706204,-99.151374
402,PROSPER,33.241902,-96.807989
403,EVANT,31.553908,-98.049081
404,TERRELL 1,32.819566,-96.184835
405,AUBREY,33.273449,-96.990119
406,WACO 4,31.513756,-97.152983
407,LORENA,31.34904,-97.21786
408,FORT HOOD,31.114983,-97.845111
409,ARLINGTON 5,32.692105,-97.086517
410,MCKINNEY 3,33.172033,-96.69627
411,DALLAS 38,32.665618,-96.873056
412,ARLINGTON 9,32.719328,-97.155028
413,MILFORD,32.139,-97.06
414,CLIFTON 1,31.8594,-97.3586
415,DALLAS 15,32.831279,-96.771191
416,FROST,32.038687,-96.807932
417,GRANDVIEW,32.280923,-97.16076
418,HASLET,32.986624,-97.377255
419,BARDWELL,32.23256,-96.706121
420,LAKE DALLAS,33.110351,-97.005469
421,PLANO 1,33.021793,-96.615482
422,EULESS 2,32.814107,-97.091323
423,FORT WORTH 24,32.581858,-97.420575
424,FLOWER MOUND 2,33.03489,-97.124906
425,DALLAS 11,32.770635,-96.746362
426,COMANCHE,31.891101,-98.614553
427,RICHARDSON 2,32.976063,-96.74208
428,FORT WORTH 8,32.620058,-97.274934
429,IRVING 1,32.9192,-96.9894
430,DALLAS 44,32.636077,-96.964622
431,LANCASTER 1,32.562744,-96.752161
432,PALO PINTO 2,32.764096,-98.276879
433,ADDISON,32.960047,-96.838522
434,HICO,32.001481,-97.8826
435,KRUM,33.310446,-97.369773
436,KAUFMAN,32.568801,-96.255103
437,CADDO MILLS,33.16114,-96.239739
438,PLANO 7,33.034225,-96.811607
439,FORT WORTH 5,32.691147,-97.262625
440,BAIRD,32.428686,-99.159114
441,PERRIN,33.014983,-98.053654
442,BROWNWOOD,31.748303,-99.032891
443,DALLAS 6,32.841987,-96.702574
444,MARLIN,31.202394,-96.814239
445,ARLINGTON 6,32.784952,-97.100052
446,DALLAS 8,32.912633,-96.736637
447,JONESBORO,31.769003,-97.804426
448,DALLAS 33,32.753141,-96.839613
449,GOLDTHWAITE 2,31.5481,-98.49491
450,PLANO 5,33.021268,-96.741558
451,BELTON,31.051688,-97.499909
452,TOLAR,32.362649,-97.924354
453,BRECKENRIDGE,32.804272,-98.892466
454,EASTLAND,32.495875,-98.66402
455,COOPER,33.457143,-95.667897
456,WACO 1,31.475671,-97.083854
457,DALLAS 42,32.923189,-96.891721
458,GATESVILLE 1,31.486416,-97.706884
459,ANNA,33.321734,-96.378479
460,MOODY,31.285086,-97.390061
461,FORT WORTH 2,32.775915,-97.180963
462,WACO 6,31.627123,-97.215893
463,GRAND PRAIRIE 1,32.72944,-96.996462
464,ROWLETT 2,32.938077,-96.556367
465,PLANO 6,33.075422,-96.802686
466,IRVING 5,32.874833,-96.996735
467,DALLAS 7,32.878497,-96.707819
468,BRYSON 2,33.276426,-98.382374
469,MORGAN,31.988989,-97.52976
470,SACHSE,32.969008,-96.580883
471,PARADISE,33.098727,-97.723422
472,RIO VISTA,32.116002,-97.343521
473,STRAWN,32.759373,-98.666449
474,MAY,31.931233,-98.927404
475,DESOTO,32.599427,-96.864075
476,MESQUITE 2,32.771707,-96.616717
477,ROSEBUD,31.029028,-96.934783
478,DENTON 2,33.208811,-97.055133
479,DALLAS 4,32.824924,-96.679438
480,AXTELL,31.661047,-96.955129
481,NOLANVILLE,31.075955,-97.604369
482,DENTON 1,33.1975,-97.1061
483,DALLAS 39,32.868529,-96.876118
484,DUBLIN 1,32.338659,-98.476051
485,MERTENS,32.043976,-96.91458
486,WEATHERFORD 1,32.682733,-97.782298
487,PLANO 3,33.056756,-96.730831
488,MALONE,31.8932,-96.8751
489,DENTON 3,33.149467,-97.096016
490,GRAFORD,32.904994,-98.324274
491,ARLINGTON 8,32.635563,-97.148829
492,ROCKWALL 1,32.851681,-96.43617
493,CORSICANA 2,32.067483,-96.585136
494,GARLAND 2,32.928902,-96.619782
495,GATESVILLE 2,31.476579,-97.728745
496,CARROLLTON 3,32.962473,-96.89817
497,FORT WORTH 26,32.775409,-97.435599
498,RHOME,33.093365,-97.462793
499,VENUS,32.452281,-97.072628
500,OLNEY 2,33.250203,-98.925556
501,CARROLLTON 1,33.050164,-96.87454
502,DALLAS 20,32.802132,-96.788852
503,GORDON,32.587603,-98.333604
504,MERIDIAN,31.916215,-97.710123
505,KILLEEN 4,30.936006,-97.934579
506,DUNCANVILLE 1,32.66066,-96.911882
507,ARGYLE,33.114675,-97.173782
508,BRYSON 1,33.205801,-98.365069
509,FORT WORTH 12,32.759104,-97.329756
510,MINERAL WELLS,32.799602,-98.126806
511,COOLIDGE,31.710422,-96.818676
512,RICE,32.229113,-96.475509
513,DALLAS 35,32.999309,-96.841688
514,POOLVILLE,33.101,-97.9574
515,WALNUT SPRINGS,32.083522,-97.736712
516,BEDFORD 2,32.830658,-97.145157
517,HUBBARD,31.848506,-96.807276
518,FERRIS,32.439873,-96.678049
519,GARLAND 4,32.880196,-96.651555
520,DALLAS 32,32.711405,-96.838591
521,PILOT POINT,33.371246,-96.933242
522,FORT WORTH 6,32.724047,-97.269432
523,NORTH RICHLAND HILLS 2,32.840011,-97.225295
524,JUSTIN,33.099993,-97.340499
525,SCURRY,32.533273,-96.428985
526,SANGER,33.373051,-97.213359
527,KILLEEN 1,31.149208,-97.633196
528,MABANK 1,32.436676,-96.079558
529,MEXIA,31.654919,-96.468137
530,CARROLLTON 2,33.005262,-96.896742
531,NEVADA,33.030354,-96.357203
532,ZEPHYR,31.686677,-98.776277
533,TERRELL 2,32.758408,-96.301323
534,DALLAS 14,32.665447,-96.759451
535,DALLAS 13,32.750602,-96.756846
536,DALLAS 28,32.811847,-96.812903
537,HAMILTON,31.738177,-98.213739
538,ARLINGTON 7,32.692186,-97.133304
539,EULESS 1,32.860285,-97.086028
540,FRISCO 1,33.163129,-96.790192
541,SALADO,30.925736,-97.59865
542,OLNEY 1,33.383611,-98.711944
543,GOLDTHWAITE 1,31.383333,-98.466667
544,FORT WORTH 22,32.70065,-97.386965
545,GRAPEVINE,32.925765,-97.071545
546,GLEN ROSE 2,32.208483,-97.795247
547,KOPPERL,32.117538,-97.575601
548,BEDFORD 1,32.852971,-97.130443
549,FORT WORTH 29,32.787009,-97.523856
550,DALLAS 5,32.767119,-96.689321
551,GRAND PRAIRIE 2,32.776671,-97.009389
552,DALLAS 22,32.902679,-96.793393
553,FLOWER MOUND 1,33.03271,-97.06007
554,ROANOKE,33.009335,-97.22672
555,MILLSAP,32.704456,-97.993148
556,FORRESTON,32.237512,-96.842324
557,ITALY,32.177712,-96.85118
558,FORNEY,32.7563,-96.4916
559,LAVON,33.068055,-96.452481
560,GLEN ROSE 1,32.298365,-97.785515
561,DE LEON,32.298594,-98.552257
562,KELLER 1,32.924009,-97.225148
563,CEDAR HILL,32.580181,-96.964675
564,MC GREGOR,31.409518,-97.531134
565,COMMERCE,33.316269,-95.788968
566,MIDLOTHIAN 2,32.467194,-97.054333
567,WEST,31.816191,-97.243292
568,BARTLETT,30.789254,-97.291628
569,DALLAS 16,32.792496,-96.772763
570,COPPELL,32.963417,-96.984664
571,WILMER,32.605192,-96.674333
572,DAWSON,31.85346,-96.624458
573,MART,31.468564,-96.794168
574,LITTLE ELM,33.176495,-96.950551
575,TEMPLE 2,31.075303,-97.252433
576,TEMPLE 1,31.055833,-97.317222
577,QUINLAN,32.986,-96.085998
578,CHICO,33.315883,-97.857678
579,DUBLIN 2,32.075301,-98.34862
580,ARLINGTON 2,32.59121,-97.039429
581,WOLFE CITY,33.420872,-95.945707
582,DALLAS 26,32.944622,-96.801792
583,WHITNEY,31.8694,-97.3667
584,FORT WORTH 25,32.913522,-97.433835
585,FORT WORTH 27,32.847326,-97.482178
586,JOSHUA,32.425936,-97.539874
587,DALLAS 12,32.873485,-96.747539
588,MCKINNEY 1,33.166944,-96.601666
589,ALLEN 1,33.089587,-96.607767
590,ALEDO 2,32.695708,-97.631482
591,THE COLONY,33.070292,-96.912391
592,SUNNYVALE,32.8358,-96.5458
593,DALLAS 10,32.828651,-96.745951
594,FORT WORTH 4,32.868421,-97.252132
595,DALLAS 30,32.84831,-96.825474
596,AZLE,32.900196,-97.561179
597,HUTCHINS,32.63852,-96.695516
598,VALLEY MILLS,31.662159,-97.506079
599,DENTON 6,33.261505,-97.238057
600,MESQUITE 3,32.817309,-96.630277
601,GRANBURY 1,32.337679,-97.734612
602,DALLAS 2,32.7231,-96.9358
603,MOUNT CALM,31.77471,-96.828196
604,RIESEL 2,31.346717,-97.082774
605,DALLAS 17,32.711324,-96.781215
606,ARLINGTON 4,32.754272,-97.083196
607,CELINA,33.338899,-96.752977
608,FORT WORTH 16,32.904444,-97.386111
609,RED OAK,32.521773,-96.807315
610,CLYDE,32.2664,-99.518879
611,IRVING 2,32.885259,-96.942108
612,ROWLETT 1,32.897846,-96.550385
613,JACKSBORO 2,33.143056,-98.161111
614,GRANBURY 3,32.56207,-97.631011
615,SOUTHLAKE,32.959922,-97.148582
616,DALLAS 29,32.786796,-96.819971
617,LEWISVILLE 1,33.068473,-96.963806
618,DALLAS 36,32.893295,-96.864339
619,HILLSBORO,32.022461,-97.133361
620,FORT WORTH 15,32.707831,-97.338265
621,CISCO,32.556004,-99.164736
622,ITASCA,32.18398,-97.07141
623,LANCASTER 2,32.617663,-96.778058
624,GARLAND 1,32.857617,-96.576325
625,DALLAS 9,32.792244,-96.744003
626,DUNCANVILLE 2,32.643212,-96.916468
627,MESQUITE 1,32.725663,-96.558988
628,MAYPEARL,32.302367,-97.037219
629,GARLAND 3,32.964607,-96.649686
630,ALLEN 2,33.114327,-96.693964
631,RIESEL 1,31.474378,-96.957149
632,BRIDGEPORT,33.1964,-97.9208
633,LEWISVILLE 2,33.081367,-97.061017
634,SEAGOVILLE,32.552083,-96.539931
635,DALLAS 31,32.925283,-96.8368
636,HALTOM CITY,32.803436,-97.267376
637,BALCH SPRINGS,32.716601,-96.620085
638,FORT WORTH 13,32.6785,-97.330511
639,DALLAS 43,32.676238,-96.936565
640,KILLEEN 2,31.112884,-97.729602
641,WACO 5,31.539723,-97.195009
642,FORT WORTH 9,32.859685,-97.291523
643,ENNIS,32.32,-96.675
644,DALLAS 3,32.710306,-96.678549
645,RICHARDSON 1,32.991557,-96.663063
646,FORT WORTH 21,32.742058,-97.38173
647,WACO 2,31.620954,-97.09851
648,ROGERS,30.998647,-97.259017
649,CHINA SPRING,31.694792,-97.374883
650,ALBANY 1,32.7683,-99.4228
651,MCKINNEY 2,33.245879,-96.631295
652,GRANBURY 2,32.33422,-97.731686
653,CLIFTON 2,31.819958,-97.517494
654,FARMERSVILLE,33.174219,-96.356004
655,ARLINGTON 10,32.689222,-97.18913
656,KILLEEN 3,31.009641,-97.746417
657,WYLIE,33.012135,-96.534936
658,PALO PINTO 1,32.6581,-98.3103
659,FORT WORTH 10,32.975361,-97.310486
